en
S,en,Ukraine,ru,РЈРєСЂР°РёРЅР°,ru,РЈРєСЂР°С—РЅР°
T,en,Poliv'jane,ru,РџРѕР»РёРІ'СЏРЅРµ,ua,РџРѕР»РёРІ'СЏРЅРµ
T,en,Savintsi,ru,РЎР°РІРёРЅС†i,ua,РЎР°РІРёРЅС†i
T,en,Slobidka,ru,РЎР»РѕР±iРґРєР°,ua,РЎР»РѕР±iРґРєР°
T,en,Solontsi,ru,РЎРѕР»РѕРЅС†i,ua,РЎРѕР»РѕРЅС†i
T,en,Homutets',ru,РҐРѕРјСѓС‚РµС†СЊ,ua,РҐРѕРјСѓС‚РµС†СЊ
T,en,CHerevki,ru,Р§РµСЂРµРІРєРё,ua,Р§РµСЂРµРІРєРё
T,en,CHerkaschani,ru,Р§РµСЂРєР°С‰Р°РЅРё,ua,Р§РµСЂРєР°С‰Р°РЅРё
T,en,Sharkivschina,ru,РЁР°СЂРєiРІС‰РёРЅР°,ua,РЁР°СЂРєiРІС‰РёРЅР°
T,en,Shahvorostivka,ru,РЁР°С…РІРѕСЂРѕСЃС‚iРІРєР°,ua,РЁР°С…РІРѕСЂРѕСЃС‚iРІРєР°
T,en,Shul'gi,ru,РЁСѓР»СЊРіРё,ua,РЁСѓР»СЊРіРё
T,en,JArmaki,ru,РЇСЂРјР°РєРё,ua,РЇСЂРјР°РєРё
T,en,Bogdanivka,ru,Р‘РѕРіРґР°РЅiРІРєР°,ua,Р‘РѕРіРґР°РЅiРІРєР°
T,en,Veliki solontsi,ru,Р’РµР»РёРєi РЎРѕР»РѕРЅС†i,ua,Р’РµР»РёРєi РЎРѕР»РѕРЅС†i
T,en,Velikij kobeljachok,ru,Р’РµР»РёРєРёР№ РљРѕР±РµР»СЏС‡РѕРє,ua,Р’РµР»РёРєРёР№ РљРѕР±РµР»СЏС‡РѕРє
T,en,Galuschina greblja,ru,Р“Р°Р»СѓС‰РёРЅР° Р“СЂРµР±Р»СЏ,ua,Р“Р°Р»СѓС‰РёРЅР° Р“СЂРµР±Р»СЏ
T,en,Gorobtsi,ru,Р“РѕСЂРѕР±С†i,ua,Р“РѕСЂРѕР±С†i
T,en,Drabinivka,ru,Р”СЂР°Р±РёРЅiРІРєР°,ua,Р”СЂР°Р±РёРЅiРІРєР°
T,en,Dubina,ru,Р”СѓР±РёРЅР°,ua,Р”СѓР±РёРЅР°
T,en,Zachepilivka,ru,Р—Р°С‡РµРїРёР»iРІРєР°,ua,Р—Р°С‡РµРїРёР»iРІРєР°
T,en,Kljusivka,ru,РљР»СЋСЃiРІРєР°,ua,РљР»СЋСЃiРІРєР°
T,en,Kruta balka,ru,РљСЂСѓС‚Р° Р‘Р°Р»РєР°,ua,РљСЂСѓС‚Р° Р‘Р°Р»РєР°
T,en,Kuntseve,ru,РљСѓРЅС†РµРІРµ,ua,РљСѓРЅС†РµРІРµ
T,en,Kustolove,ru,РљСѓСЃС‚РѕР»РѕРІРµ,ua,РљСѓСЃС‚РѕР»РѕРІРµ
T,en,Leljuhivka,ru,Р›РµР»СЋС…iРІРєР°,ua,Р›РµР»СЋС…iРІРєР°
T,en,Livens'ke,ru,Р›iРІРµРЅСЃСЊРєРµ,ua,Р›iРІРµРЅСЃСЊРєРµ
T,en,Mala pereschepina,ru,РњР°Р»Р° РџРµСЂРµС‰РµРїРёРЅР°,ua,РњР°Р»Р° РџРµСЂРµС‰РµРїРёРЅР°
T,en,Malij kobeljachok,ru,РњР°Р»РёР№ РљРѕР±РµР»СЏС‡РѕРє,ua,РњР°Р»РёР№ РљРѕР±РµР»СЏС‡РѕРє
T,en,Majachka,ru,РњР°СЏС‡РєР°,ua,РњР°СЏС‡РєР°
T,en,Nehvoroscha,ru,РќРµС…РІРѕСЂРѕС‰Р°,ua,РќРµС…РІРѕСЂРѕС‰Р°
T,en,Novi sanzhari,ru,РќРѕРІi РЎР°РЅР¶Р°СЂРё,ua,РќРѕРІi РЎР°РЅР¶Р°СЂРё
T,en,Pisarivka,ru,РџРёСЃР°СЂiРІРєР°,ua,РџРёСЃР°СЂiРІРєР°
T,en,Poluzir'ja,ru,РџРѕР»СѓР·iСЂ'СЏ,ua,РџРѕР»СѓР·iСЂ'СЏ
T,en,Pristantsijne,ru,РџСЂРёСЃС‚Р°РЅС†iР№РЅРµ,ua,РџСЂРёСЃС‚Р°РЅС†iР№РЅРµ
T,en,Rudenkivka,ru,Р СѓРґРµРЅРєiРІРєР°,ua,Р СѓРґРµРЅРєiРІРєР°
T,en,Sokolova balka,ru,РЎРѕРєРѕР»РѕРІР° Р‘Р°Р»РєР°,ua,РЎРѕРєРѕР»РѕРІР° Р‘Р°Р»РєР°
T,en,Stari sanzhari,ru,РЎС‚Р°СЂi РЎР°РЅР¶Р°СЂРё,ua,РЎС‚Р°СЂi РЎР°РЅР¶Р°СЂРё
T,en,Stovbina dolina,ru,РЎС‚РѕРІР±РёРЅР° Р”РѕР»РёРЅР°,ua,РЎС‚РѕРІР±РёРЅР° Р”РѕР»РёРЅР°
T,en,Sudivka,ru,РЎСѓРґiРІРєР°,ua,РЎСѓРґiРІРєР°
T,en,Suprotivna balka,ru,РЎСѓРїСЂРѕС‚РёРІРЅР° Р‘Р°Р»РєР°,ua,РЎСѓРїСЂРѕС‚РёРІРЅР° Р‘Р°Р»РєР°
T,en,Suha majachka,ru,РЎСѓС…Р° РњР°СЏС‡РєР°,ua,РЎСѓС…Р° РњР°СЏС‡РєР°
T,en,Shedieve,ru,РЁРµРґiС”РІРµ,ua,РЁРµРґiС”РІРµ
T,en,Velikoselets'ke,ru,Р’РµР»РёРєРѕСЃРµР»РµС†СЊРєРµ,ua,Р’РµР»РёРєРѕСЃРµР»РµС†СЊРєРµ
T,en,Voronintsi,ru,Р’РѕСЂРѕРЅРёРЅС†i,ua,Р’РѕСЂРѕРЅРёРЅС†i
T,en,Denisivka,ru,Р”РµРЅРёСЃiРІРєР°,ua,Р”РµРЅРёСЃiРІРєР°
T,en,Zarig,ru,Р—Р°СЂiРі,ua,Р—Р°СЂiРі
T,en,Zolotuhi,ru,Р—РѕР»РѕС‚СѓС…Рё,ua,Р—РѕР»РѕС‚СѓС…Рё
T,en,Krupoderintsi,ru,РљСЂСѓРїРѕРґРµСЂРёРЅС†i,ua,РљСЂСѓРїРѕРґРµСЂРёРЅС†i
T,en,Kujbisheve,ru,РљСѓР№Р±РёС€РµРІРµ,ua,РљСѓР№Р±РёС€РµРІРµ
T,en,Lazirki,ru,Р›Р°Р·iСЂРєРё,ua,Р›Р°Р·iСЂРєРё
T,en,Lukim'JA,ru,Р›СѓРєiРј'РЇ,ua,Р›СѓРєiРј'РЇ
T,en,Neseno-irzhavets',ru,РќРµСЃРµРЅРѕ-IСЂР¶Р°РІРµС†СЊ,ua,РќРµСЃРµРЅРѕ-IСЂР¶Р°РІРµС†СЊ
T,en,Novoorzhits'ke,ru,РќРѕРІРѕРѕСЂР¶РёС†СЊРєРµ,ua,РќРѕРІРѕРѕСЂР¶РёС†СЊРєРµ
T,en,Onishki,ru,РћРЅРёС€РєРё,ua,РћРЅРёС€РєРё
T,en,Orzhitsja,ru,РћСЂР¶РёС†СЏ,ua,РћСЂР¶РёС†СЏ
T,en,Plehiv,ru,РџР»РµС…iРІ,ua,РџР»РµС…iРІ
T,en,Rajozero,ru,Р Р°Р№РѕР·РµСЂРѕ,ua,Р Р°Р№РѕР·РµСЂРѕ
T,en,Sazonivka,ru,РЎР°Р·РѕРЅiРІРєР°,ua,РЎР°Р·РѕРЅiРІРєР°
T,en,Starij irzhavets',ru,РЎС‚Р°СЂРёР№ IСЂР¶Р°РІРµС†СЊ,ua,РЎС‚Р°СЂРёР№ IСЂР¶Р°РІРµС†СЊ
T,en,Tarasenkove,ru,РўР°СЂР°СЃРµРЅРєРѕРІРµ,ua,РўР°СЂР°СЃРµРЅРєРѕРІРµ
T,en,CHajkivschina,ru,Р§Р°Р№РєiРІС‰РёРЅР°,ua,Р§Р°Р№РєiРІС‰РёРЅР°
T,en,CHevel'cha,ru,Р§РµРІРµР»СЊС‡Р°,ua,Р§РµРІРµР»СЊС‡Р°
T,en,CHutivka,ru,Р§СѓС‚iРІРєР°,ua,Р§СѓС‚iРІРєР°
T,en,JAbluneve,ru,РЇР±Р»СѓРЅРµРІРµ,ua,РЇР±Р»СѓРЅРµРІРµ
T,en,Berezova rudka,ru,Р‘РµСЂРµР·РѕРІР° Р СѓРґРєР°,ua,Р‘РµСЂРµР·РѕРІР° Р СѓРґРєР°
T,en,Bilotserkivtsi,ru,Р‘iР»РѕС†РµСЂРєiРІС†i,ua,Р‘iР»РѕС†РµСЂРєiРІС†i
T,en,Velika krucha,ru,Р’РµР»РёРєР° РљСЂСѓС‡Р°,ua,Р’РµР»РёРєР° РљСЂСѓС‡Р°
T,en,Vishneve,ru,Р’РёС€РЅРµРІРµ,ua,Р’РёС€РЅРµРІРµ
T,en,Viktorija,ru,Р’iРєС‚РѕСЂiСЏ,ua,Р’iРєС‚РѕСЂiСЏ
T,en,Grabarivka,ru,Р“СЂР°Р±Р°СЂiРІРєР°,ua,Р“СЂР°Р±Р°СЂiРІРєР°
T,en,Gurbintsi,ru,Р“СѓСЂР±РёРЅС†i,ua,Р“СѓСЂР±РёРЅС†i
T,en,Davidivka,ru,Р”Р°РІРёРґiРІРєР°,ua,Р”Р°РІРёРґiРІРєР°
T,en,Dejmanivka,ru,Р”РµР№РјР°РЅiРІРєР°,ua,Р”РµР№РјР°РЅiРІРєР°
T,en,Kaplintsi,ru,РљР°РїР»РёРЅС†i,ua,РљР°РїР»РёРЅС†i
T,en,Kejbalivka,ru,РљРµР№Р±Р°Р»iРІРєР°,ua,РљРµР№Р±Р°Р»iРІРєР°
T,en,Krjachkivka,ru,РљСЂСЏС‡РєiРІРєР°,ua,РљСЂСЏС‡РєiРІРєР°
T,en,Maljutintsi,ru,РњР°Р»СЋС‚РёРЅС†i,ua,РњР°Р»СЋС‚РёРЅС†i
T,en,Novi martinovichi,ru,РќРѕРІi РњР°СЂС‚РёРЅРѕРІРёС‡i,ua,РќРѕРІi РњР°СЂС‚РёРЅРѕРІРёС‡i
T,en,Pirjatin,ru,РџРёСЂСЏС‚РёРЅ,ua,РџРёСЂСЏС‚РёРЅ
T,en,Povstin,ru,РџРѕРІСЃС‚РёРЅ,ua,РџРѕРІСЃС‚РёРЅ
T,en,Prihid'ki,ru,РџСЂРёС…iРґСЊРєРё,ua,РџСЂРёС…iРґСЊРєРё
T,en,Sasinivka,ru,РЎР°СЃРёРЅiРІРєР°,ua,РЎР°СЃРёРЅiРІРєР°
T,en,Smotriki,ru,РЎРјРѕС‚СЂРёРєРё,ua,РЎРјРѕС‚СЂРёРєРё
T,en,Teplivka,ru,РўРµРїР»iРІРєР°,ua,РўРµРїР»iРІРєР°
T,en,Usivka,ru,РЈСЃiРІРєР°,ua,РЈСЃiРІРєР°
T,en,JAtsini,ru,РЇС†РёРЅРё,ua,РЇС†РёРЅРё
T,en,Poltava,ru,РџРѕР»С‚Р°РІР°,ua,РџРѕР»С‚Р°РІР°
T,en,Abazivka,ru,РђР±Р°Р·iРІРєР°,ua,РђР±Р°Р·iРІРєР°
T,en,Biologichne,ru,Р‘iРѕР»РѕРіiС‡РЅРµ,ua,Р‘iРѕР»РѕРіiС‡РЅРµ
T,en,Bozhkove,ru,Р‘РѕР¶РєРѕРІРµ,ua,Р‘РѕР¶РєРѕРІРµ
T,en,Brichkivka,ru,Р‘СЂРёС‡РєiРІРєР°,ua,Р‘СЂРёС‡РєiРІРєР°
T,en,Bulanove,ru,Р‘СѓР»Р°РЅРѕРІРµ,ua,Р‘СѓР»Р°РЅРѕРІРµ
T,en,Valok,ru,Р’Р°Р»РѕРє,ua,Р’Р°Р»РѕРє
T,en,Vatsi,ru,Р’Р°С†i,ua,Р’Р°С†i
T,en,Velikij trostjanets',ru,Р’РµР»РёРєРёР№ РўСЂРѕСЃС‚СЏРЅРµС†СЊ,ua,Р’РµР»РёРєРёР№ РўСЂРѕСЃС‚СЏРЅРµС†СЊ
T,en,Gozhuli,ru,Р“РѕР¶СѓР»Рё,ua,Р“РѕР¶СѓР»Рё
T,en,Golovach,ru,Р“РѕР»РѕРІР°С‡,ua,Р“РѕР»РѕРІР°С‡
T,en,Gora,ru,Р“РѕСЂР°,ua,Р“РѕСЂР°
T,en,Gorbanivka,ru,Р“РѕСЂР±Р°РЅiРІРєР°,ua,Р“РѕСЂР±Р°РЅiРІРєР°
T,en,Zavorsklo,ru,Р—Р°РІРѕСЂСЃРєР»Рѕ,ua,Р—Р°РІРѕСЂСЃРєР»Рѕ
T,en,Zaliznichne,ru,Р—Р°Р»iР·РЅРёС‡РЅРµ,ua,Р—Р°Р»iР·РЅРёС‡РЅРµ
T,en,Zintsi,ru,Р—iРЅС†i,ua,Р—iРЅС†i
T,en,Kalashniki,ru,РљР°Р»Р°С€РЅРёРєРё,ua,РљР°Р»Р°С€РЅРёРєРё
T,en,Kashubivka,ru,РљР°С€СѓР±iРІРєР°,ua,РљР°С€СѓР±iРІРєР°
T,en,Kovalivka,ru,РљРѕРІР°Р»iРІРєР°,ua,РљРѕРІР°Р»iРІРєР°
T,en,Kovan'kivka,ru,РљРѕРІР°РЅСЊРєiРІРєР°,ua,РљРѕРІР°РЅСЊРєiРІРєР°
T,en,Kopili,ru,РљРѕРїРёР»Рё,ua,РљРѕРїРёР»Рё
T,en,Krotenki,ru,РљСЂРѕС‚РµРЅРєРё,ua,РљСЂРѕС‚РµРЅРєРё
T,en,Krjukove,ru,РљСЂСЋРєРѕРІРµ,ua,РљСЂСЋРєРѕРІРµ
T,en,Kulikove,ru,РљСѓР»РёРєРѕРІРµ,ua,РљСѓР»РёРєРѕРІРµ
T,en,Makuhivka,ru,РњР°РєСѓС…iРІРєР°,ua,РњР°РєСѓС…iРІРєР°
T,en,Machuhi,ru,РњР°С‡СѓС…Рё,ua,РњР°С‡СѓС…Рё
T,en,Mikil's'ke,ru,РњРёРєiР»СЊСЃСЊРєРµ,ua,РњРёРєiР»СЊСЃСЊРєРµ
T,en,Mil'tsi,ru,РњРёР»СЊС†i,ua,РњРёР»СЊС†i
T,en,Minivka,ru,РњРёРЅiРІРєР°,ua,РњРёРЅiРІРєР°
T,en,Nesterenki,ru,РќРµСЃС‚РµСЂРµРЅРєРё,ua,РќРµСЃС‚РµСЂРµРЅРєРё
T,en,Rozsoshentsi,ru,Р РѕР·СЃРѕС€РµРЅС†i,ua,Р РѕР·СЃРѕС€РµРЅС†i
T,en,Runivschina,ru,Р СѓРЅiРІС‰РёРЅР°,ua,Р СѓРЅiРІС‰РёРЅР°
T,en,Sudiyivka,ru,РЎСѓРґiС—РІРєР°,ua,РЎСѓРґiС—РІРєР°
T,en,Suprunivka,ru,РЎСѓРїСЂСѓРЅiРІРєР°,ua,РЎСѓРїСЂСѓРЅiРІРєР°
T,en,Tahtaulove,ru,РўР°С…С‚Р°СѓР»РѕРІРµ,ua,РўР°С…С‚Р°СѓР»РѕРІРµ
T,en,Tereshki,ru,РўРµСЂРµС€РєРё,ua,РўРµСЂРµС€РєРё
T,en,CHerkasivka,ru,Р§РµСЂРєР°СЃiРІРєР°,ua,Р§РµСЂРєР°СЃiРІРєР°
T,en,CHornoglazivka,ru,Р§РѕСЂРЅРѕРіР»Р°Р·iРІРєР°,ua,Р§РѕСЂРЅРѕРіР»Р°Р·iРІРєР°
T,en,Scherbani,ru,Р©РµСЂР±Р°РЅi,ua,Р©РµСЂР±Р°РЅi
T,en,Brateshki,ru,Р‘СЂР°С‚РµС€РєРё,ua,Р‘СЂР°С‚РµС€РєРё
T,en,Gliboka balka,ru,Р“Р»РёР±РѕРєР° Р‘Р°Р»РєР°,ua,Р“Р»РёР±РѕРєР° Р‘Р°Р»РєР°
T,en,Kaleniki,ru,РљР°Р»РµРЅРёРєРё,ua,РљР°Р»РµРЅРёРєРё
T,en,Kolotiyi,ru,РљРѕР»РѕС‚iС—,ua,РљРѕР»РѕС‚iС—
T,en,Kukobivka,ru,РљСѓРєРѕР±iРІРєР°,ua,РљСѓРєРѕР±iРІРєР°
T,en,Liman-drugij,ru,Р›РёРјР°РЅ-Р”СЂСѓРіРёР№,ua,Р›РёРјР°РЅ-Р”СЂСѓРіРёР№
T,en,Liman-pershij,ru,Р›РёРјР°РЅ-РџРµСЂС€РёР№,ua,Р›РёРјР°РЅ-РџРµСЂС€РёР№
T,en,Lobachi,ru,Р›РѕР±Р°С‡i,ua,Р›РѕР±Р°С‡i
T,en,Malij bakaj,ru,РњР°Р»РёР№ Р‘Р°РєР°Р№,ua,РњР°Р»РёР№ Р‘Р°РєР°Р№
T,en,Mihnivka,ru,РњРёС…РЅiРІРєР°,ua,РњРёС…РЅiРІРєР°
T,en,Mushti,ru,РњСѓС€С‚Рё,ua,РњСѓС€С‚Рё
T,en,M'jaken'kivka,ru,Рњ'СЏРєРµРЅСЊРєiРІРєР°,ua,Рњ'СЏРєРµРЅСЊРєiРІРєР°
T,en,Nova mihajlivka,ru,РќРѕРІР° РњРёС…Р°Р№Р»iРІРєР°,ua,РќРѕРІР° РњРёС…Р°Р№Р»iРІРєР°
T,en,Paschenki,ru,РџР°С‰РµРЅРєРё,ua,РџР°С‰РµРЅРєРё
T,en,Ploske,ru,РџР»РѕСЃРєРµ,ua,РџР»РѕСЃРєРµ
T,en,Potichok,ru,РџРѕС‚iС‡РѕРє,ua,РџРѕС‚iС‡РѕРє
T,en,Reshetilivka,ru,Р РµС€РµС‚РёР»iРІРєР°,ua,Р РµС€РµС‚РёР»iРІРєР°
T,en,Suhorabivka,ru,РЎСѓС…РѕСЂР°Р±iРІРєР°,ua,РЎСѓС…РѕСЂР°Р±iРІРєР°
T,en,Fediyivka,ru,Р¤РµРґiС—РІРєР°,ua,Р¤РµРґiС—РІРєР°
T,en,Shamraivka,ru,РЁР°РјСЂР°iРІРєР°,ua,РЁР°РјСЂР°iРІРєР°
T,en,Shevchenkove,ru,РЁРµРІС‡РµРЅРєРѕРІРµ,ua,РЁРµРІС‡РµРЅРєРѕРІРµ
T,en,Shkurupiyivka,ru,РЁРєСѓСЂСѓРїiС—РІРєР°,ua,РЁРєСѓСЂСѓРїiС—РІРєР°
T,en,Biljaki,ru,Р‘iР»СЏРєРё,ua,Р‘iР»СЏРєРё
T,en,Brusove,ru,Р‘СЂСѓСЃРѕРІРµ,ua,Р‘СЂСѓСЃРѕРІРµ
T,en,Veliki lipnjagi,ru,Р’РµР»РёРєi Р›РёРїРЅСЏРіРё,ua,Р’РµР»РёРєi Р›РёРїРЅСЏРіРё
T,en,Verbki,ru,Р’РµСЂР±РєРё,ua,Р’РµСЂР±РєРё
T,en,Veremiyivka,ru,Р’РµСЂРµРјiС—РІРєР°,ua,Р’РµСЂРµРјiС—РІРєР°
T,en,Veselij podil,ru,Р’РµСЃРµР»РёР№ РџРѕРґiР»,ua,Р’РµСЃРµР»РёР№ РџРѕРґiР»
T,en,Goroshine,ru,Р“РѕСЂРѕС€РёРЅРµ,ua,Р“РѕСЂРѕС€РёРЅРµ
T,en,Dem'janivka,ru,Р”РµРј'СЏРЅiРІРєР°,ua,Р”РµРј'СЏРЅiРІРєР°
T,en,Zayichintsi,ru,Р—Р°С—С‡РёРЅС†i,ua,Р—Р°С—С‡РёРЅС†i
T,en,Kalinivka,ru,РљР°Р»РёРЅiРІРєР°,ua,РљР°Р»РёРЅiРІРєР°
T,en,Kriva ruda,ru,РљСЂРёРІР° Р СѓРґР°,ua,РљСЂРёРІР° Р СѓРґР°
T,en,Mironi,ru,РњРёСЂРѕРЅРё,ua,РњРёСЂРѕРЅРё
T,en,Narizhzhja,ru,РќР°СЂiР¶Р¶СЏ,ua,РќР°СЂiР¶Р¶СЏ
T,en,Novij kalkayiv,ru,РќРѕРІРёР№ РљР°Р»РєР°С—РІ,ua,РќРѕРІРёР№ РљР°Р»РєР°С—РІ
T,en,Novoselitsja,ru,РќРѕРІРѕСЃРµР»РёС†СЏ,ua,РќРѕРІРѕСЃРµР»РёС†СЏ
T,en,Obolon',ru,РћР±РѕР»РѕРЅСЊ,ua,РћР±РѕР»РѕРЅСЊ
T,en,Ocheretuvate,ru,РћС‡РµСЂРµС‚СѓРІР°С‚Рµ,ua,РћС‡РµСЂРµС‚СѓРІР°С‚Рµ
T,en,Panivanivka,ru,РџР°РЅiРІР°РЅiРІРєР°,ua,РџР°РЅiРІР°РЅiРІРєР°
T,en,Pogrebnjaki,ru,РџРѕРіСЂРµР±РЅСЏРєРё,ua,РџРѕРіСЂРµР±РЅСЏРєРё
T,en,Puziri,ru,РџСѓР·РёСЂi,ua,РџСѓР·РёСЂi
T,en,Tovste,ru,РўРѕРІСЃС‚Рµ,ua,РўРѕРІСЃС‚Рµ
T,en,Tukali,ru,РўСѓРєР°Р»Рё,ua,РўСѓРєР°Р»Рё
T,en,Hudoliyivka,ru,РҐСѓРґРѕР»iС—РІРєР°,ua,РҐСѓРґРѕР»iС—РІРєР°
T,en,Bereznjaki,ru,Р‘РµСЂРµР·РЅСЏРєРё,ua,Р‘РµСЂРµР·РЅСЏРєРё
T,en,Brigadirivka,ru,Р‘СЂРёРіР°РґРёСЂiРІРєР°,ua,Р‘СЂРёРіР°РґРёСЂiРІРєР°
T,en,Butivtsi,ru,Р‘СѓС‚iРІС†i,ua,Р‘СѓС‚iРІС†i
T,en,Verguni,ru,Р’РµСЂРіСѓРЅРё,ua,Р’РµСЂРіСѓРЅРё
T,en,Vishnjaki,ru,Р’РёС€РЅСЏРєРё,ua,Р’РёС€РЅСЏРєРё
T,en,Grushine,ru,Р“СЂСѓС€РёРЅРµ,ua,Р“СЂСѓС€РёРЅРµ
T,en,Kovali,ru,РљРѕРІР°Р»i,ua,РљРѕРІР°Р»i
T,en,Kozubivka,ru,РљРѕР·СѓР±iРІРєР°,ua,РљРѕР·СѓР±iРІРєР°
T,en,Krivtsi,ru,РљСЂРёРІС†i,ua,РљСЂРёРІС†i
T,en,Musiyivka,ru,РњСѓСЃiС—РІРєР°,ua,РњСѓСЃiС—РІРєР°
T,en,Novachiha,ru,РќРѕРІР°С‡РёС…Р°,ua,РќРѕРІР°С‡РёС…Р°
T,en,Novoivanivka,ru,РќРѕРІРѕiРІР°РЅiРІРєР°,ua,РќРѕРІРѕiРІР°РЅiРІРєР°
T,en,Novoavramivka,ru,РќРѕРІРѕР°РІСЂР°РјiРІРєР°,ua,РќРѕРІРѕР°РІСЂР°РјiРІРєР°
T,en,Petrakiyivka,ru,РџРµС‚СЂР°РєiС—РІРєР°,ua,РџРµС‚СЂР°РєiС—РІРєР°
T,en,Pokrovs'ka bagachka,ru,РџРѕРєСЂРѕРІСЃСЊРєР° Р‘Р°РіР°С‡РєР°,ua,РџРѕРєСЂРѕРІСЃСЊРєР° Р‘Р°РіР°С‡РєР°
T,en,Sofine,ru,РЎРѕС„РёРЅРµ,ua,РЎРѕС„РёРЅРµ
T,en,Staroavramivka,ru,РЎС‚Р°СЂРѕР°РІСЂР°РјiРІРєР°,ua,РЎС‚Р°СЂРѕР°РІСЂР°РјiРІРєР°
T,en,Trubajtsi,ru,РўСЂСѓР±Р°Р№С†i,ua,РўСЂСѓР±Р°Р№С†i
T,en,Hvoschivka,ru,РҐРІРѕС‰iРІРєР°,ua,РҐРІРѕС‰iРІРєР°
T,en,Hil'kivka,ru,РҐРёР»СЊРєiРІРєР°,ua,РҐРёР»СЊРєiРІРєР°
T,en,Horol,ru,РҐРѕСЂРѕР»,ua,РҐРѕСЂРѕР»
T,en,Shishaki,ru,РЁРёС€Р°РєРё,ua,РЁРёС€Р°РєРё
T,en,Shtompelivka,ru,РЁС‚РѕРјРїРµР»iРІРєР°,ua,РЁС‚РѕРјРїРµР»iРІРєР°
T,en,JAlosovets'ke,ru,РЇР»РѕСЃРѕРІРµС†СЊРєРµ,ua,РЇР»РѕСЃРѕРІРµС†СЊРєРµ
T,en,Bilousivka,ru,Р‘iР»РѕСѓСЃiРІРєР°,ua,Р‘iР»РѕСѓСЃiРІРєР°
T,en,Bogodarivka,ru,Р‘РѕРіРѕРґР°СЂiРІРєР°,ua,Р‘РѕРіРѕРґР°СЂiРІРєР°
T,en,Bubni,ru,Р‘СѓР±РЅРё,ua,Р‘СѓР±РЅРё
T,en,Voron'ki,ru,Р’РѕСЂРѕРЅСЊРєРё,ua,Р’РѕСЂРѕРЅСЊРєРё
T,en,Galjave,ru,Р“Р°Р»СЏРІРµ,ua,Р“Р°Р»СЏРІРµ
T,en,Gil'tsi,ru,Р“iР»СЊС†i,ua,Р“iР»СЊС†i
T,en,Gorodische,ru,Р“РѕСЂРѕРґРёС‰Рµ,ua,Р“РѕСЂРѕРґРёС‰Рµ
T,en,Zagrebellja,ru,Р—Р°РіСЂРµР±РµР»Р»СЏ,ua,Р—Р°РіСЂРµР±РµР»Р»СЏ
T,en,Kizlivka,ru,РљiР·Р»iРІРєР°,ua,РљiР·Р»iРІРєР°
T,en,Kurin'ka,ru,РљСѓСЂiРЅСЊРєР°,ua,РљСѓСЂiРЅСЊРєР°
T,en,Lugoviki,ru,Р›СѓРіРѕРІРёРєРё,ua,Р›СѓРіРѕРІРёРєРё
T,en,Melehi,ru,РњРµР»РµС…Рё,ua,РњРµР»РµС…Рё
T,en,Mokiyivka,ru,РњРѕРєiС—РІРєР°,ua,РњРѕРєiС—РІРєР°
T,en,Piznjaki,ru,РџiР·РЅСЏРєРё,ua,РџiР·РЅСЏРєРё
T,en,Piski-udajs'ki,ru,РџiСЃРєРё-РЈРґР°Р№СЃСЊРєi,ua,РџiСЃРєРё-РЈРґР°Р№СЃСЊРєi
T,en,Postav-muka,ru,РџРѕСЃС‚Р°РІ-РњСѓРєР°,ua,РџРѕСЃС‚Р°РІ-РњСѓРєР°
T,en,Suhonosivka,ru,РЎСѓС…РѕРЅРѕСЃiРІРєР°,ua,РЎСѓС…РѕРЅРѕСЃiРІРєР°
T,en,Harsiki,ru,РҐР°СЂСЃРёРєРё,ua,РҐР°СЂСЃРёРєРё
T,en,Hejlivschina,ru,РҐРµР№Р»iРІС‰РёРЅР°,ua,РҐРµР№Р»iРІС‰РёРЅР°
T,en,CHornuhi,ru,Р§РѕСЂРЅСѓС…Рё,ua,Р§РѕСЂРЅСѓС…Рё
T,en,Artemivka,ru,РђСЂС‚РµРјiРІРєР°,ua,РђСЂС‚РµРјiРІРєР°
T,en,Vodjane,ru,Р’РѕРґСЏРЅРµ,ua,Р’РѕРґСЏРЅРµ
T,en,Vojnivka,ru,Р’РѕР№РЅiРІРєР°,ua,Р’РѕР№РЅiРІРєР°
T,en,Grjakove,ru,Р“СЂСЏРєРѕРІРµ,ua,Р“СЂСЏРєРѕРІРµ
T,en,Zelenkivka,ru,Р—РµР»РµРЅРєiРІРєР°,ua,Р—РµР»РµРЅРєiРІРєР°
T,en,Iskrivka,ru,IСЃРєСЂiРІРєР°,ua,IСЃРєСЂiРІРєР°
T,en,Kochubeyivka,ru,РљРѕС‡СѓР±РµС—РІРєР°,ua,РљРѕС‡СѓР±РµС—РІРєР°
T,en,Lozuvatka,ru,Р›РѕР·СѓРІР°С‚РєР°,ua,Р›РѕР·СѓРІР°С‚РєР°
T,en,Nova kochubeyivka,ru,РќРѕРІР° РљРѕС‡СѓР±РµС—РІРєР°,ua,РќРѕРІР° РљРѕС‡СѓР±РµС—РІРєР°
T,en,Novofedorivka,ru,РќРѕРІРѕС„РµРґРѕСЂiРІРєР°,ua,РќРѕРІРѕС„РµРґРѕСЂiРІРєР°
T,en,Pervozvanivka,ru,РџРµСЂРІРѕР·РІР°РЅiРІРєР°,ua,РџРµСЂРІРѕР·РІР°РЅiРІРєР°
T,en,Rjabkivka,ru,Р СЏР±РєiРІРєР°,ua,Р СЏР±РєiРІРєР°
